generationNo,genotypeID,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
53,0,23.6124999999993,0.5014995001666112,2.2370340949522136,59.48333333332607
53,1,21.223958333332764,0.3174775074975008,2.051730614689311,67.35989583332615
53,2,21.8718749999994,0.44301899366877706,1.92394715816438,67.05781249999286
53,3,21.735416666666076,0.3143952015994669,1.9920863561246576,66.70156249999285
53,4,24.785416666665903,0.6851466177940686,2.6237188366274955,62.718749999992106
53,5,21.78020833333272,0.38778740419860047,2.085331186701217,73.90781249999438
53,6,24.244791666665932,0.4981256247917361,2.5660879576640188,60.191145833325585
53,7,24.03124999999928,0.5859713428857047,1.8233143568879335,61.08645833332551
53,8,23.293749999999317,0.16452849050316562,2.4698918155955893,56.407812499992744
53,9,21.949999999999395,0.33472175941352883,2.0200739645159262,66.03281249999263
53,10,21.970833333332727,0.44356047984005337,1.8375672178298872,70.05416666666025
53,11,25.008333333332555,0.4418110629790071,2.2835032438008396,65.39479166665919
53,12,25.008333333332555,0.6132539153615462,2.3204122734098127,60.95781249999186
53,13,23.853124999999288,0.37758247250916366,2.431257663660871,68.2770833333264
53,14,25.008333333332555,0.30344051982672443,2.6614275032723302,59.01510416665966
53,15,24.66249999999924,0.515369876707764,2.350166470522445,59.310937499992
53,16,24.588541666665915,0.4775074975008331,2.493191794858192,64.44427083332602
53,17,23.88020833333262,0.5799316894368544,2.1609011787178862,62.0656249999923
53,18,22.707291666666002,0.2510829723425525,2.2204608963085577,71.44479166666103
53,19,23.767708333332624,0.43243918693768746,2.484434953974842,63.184374999992976
53,20,23.734374999999293,0.37404198600466504,2.385384087196015,63.652083333325635
53,21,24.96458333333256,0.6076307897367544,2.690806844078379,61.768229166659054
53,22,20.17291666666616,0.4158197267577475,1.8799293989750723,67.25520833332659
53,23,24.59583333333258,0.5573142285904699,2.759489749446859,65.58958333332569
53,24,22.08749999999932,0.42298400533155617,2.187795700559375,66.88020833332598
53,25,25.008333333332555,0.4334805064978341,2.301256243783766,61.589583333324846
53,26,25.008333333332555,0.4571809396867711,2.2193712839581785,65.85729166665898
53,27,23.083333333332664,0.40898867044318565,2.540333867815386,62.26614583332598
53,28,21.615624999999415,0.4041986004665111,2.1270514277698487,73.78906249999412
53,29,25.008333333332555,0.42473342219260246,2.510821605512735,60.79374999999156
53,30,24.447916666665922,0.40215761412862383,2.1133179020134114,63.45260416665926
53,31,25.008333333332555,0.5262829056981007,2.2974935161208645,60.2187499999916
