generationNo,genotypeID,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
177,0,22.981770833332668,0.17666867246806148,2.850025796659265,3.3270833333334693
177,1,23.05624999999933,0.1277309757452324,2.8817934332147495,3.0968750000001526
177,2,22.58645833333269,0.17725884095537864,2.8567257538541995,4.097916666666762
177,3,22.144270833332683,0.18747685613775225,2.811637270907424,5.580208333333363
177,4,23.682812499999294,0.17018839103869654,2.8757967565372833,0.0
177,5,23.725520833332627,0.12467598592853175,2.976643622768455,0.0
177,6,21.972395833332698,0.18524347343084613,2.8452968804782692,5.711458333333349
177,7,23.614062499999303,0.13695380485095354,2.8416480444460674,0.0
177,8,23.768229166665957,0.15156915386039624,3.2509430711978586,0.0
177,9,23.693749999999298,0.16336095167561562,3.0861291695498942,0.0
177,10,23.614583333332632,0.08556285872986484,2.891861224295445,0.0
177,11,23.957291666665945,0.15655665617478245,3.249487420967529,0.0
177,12,22.669270833332668,0.15832716163673394,3.085435330194408,4.958333333333394
177,13,22.88333333333264,0.18230420292538418,2.818609051201703,5.8854166666666785
177,14,21.345312499999377,0.0954337159785225,2.6143005642894406,10.736979166666742
177,15,24.291145833332596,0.235500370301796,3.0911438103049296,0.0
