generationNo,genotypeID,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
128,0,23.069791666666,0.08784252916126643,2.841788894360117,0.0
128,1,20.605729166666073,0.13945334197370857,2.3431051441940256,11.359375000000032
128,2,22.98802083333267,0.13408396593223476,2.7053733938227915,0.0
128,3,23.071354166665998,0.1297907794852805,2.716219125753705,0.0
128,4,22.106249999999356,0.09099009442695798,2.6307162093629737,5.417708333333355
128,5,21.2156249999994,0.0873102203295686,2.578186095048172,9.791666666666758
128,6,20.477604166666083,0.08678948342899463,2.390104568592543,11.05729166666672
128,7,23.914062499999282,0.07151453434549157,2.7712190211961802,0.0
128,8,22.85937499999934,0.11213201259026107,2.868860524702128,0.0
128,9,21.581249999999383,0.08219542677281985,2.677833968602687,5.770833333333348
128,10,19.677604166666136,0.08057535641547861,2.3058510686346247,14.737500000000143
128,11,22.641145833332686,0.1193528976115534,2.630155910766868,0.0
128,12,20.371354166666098,0.10411266432142195,2.382956863344585,10.630729166666704
128,13,21.422395833332722,0.0946815404554712,2.526144082998121,5.9583333333333375
128,14,22.377083333332703,0.12019764858359563,2.6430456412414154,3.007812500000138
128,15,20.990104166666068,0.08376920940566564,2.539517162661531,10.49062500000006
