generationNo,genotypeID,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
176,0,22.346354166665996,0.14500786891316422,2.8581061054614643,6.1875000000000036
176,1,23.87291666666595,0.08808553971486763,3.0654163140116593,0.0
176,2,23.08593749999933,0.07149139048324384,2.929587849445929,3.3291666666668034
176,3,23.79010416666596,0.10054850953527125,2.9705508072036126,0.0
176,4,23.77447916666596,0.12852943899277913,3.0001830000799705,0.0
176,5,21.26822916666604,0.11316191446028513,2.748041049653685,11.03437500000005
176,6,24.630208333332575,0.09996991297907794,3.113897170948058,0.0
176,7,23.964062499999283,0.13977735604517683,3.082684138968416,0.0
176,8,19.485937499999437,0.10495741529346417,2.5344238510438815,17.101041666666724
176,9,23.99843749999928,0.09865071283095722,2.9163376076058674,0.0
176,10,21.283854166666035,0.13543788187372707,2.9475280530904215,10.940625000000027
176,11,22.469270833332676,0.09988890946121087,2.7988522166365213,5.209375000000048
176,12,23.956770833332612,0.18756943158674316,3.1489523478322057,0.0
176,13,23.496874999999307,0.14092297722643957,3.1640189211947334,0.0
176,14,23.147916666665978,0.07336604332531013,2.9320724572009693,4.711458333333402
176,15,23.478645833332642,0.10942418070727644,2.977558845687928,0.0
