generationNo,genotypeID,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
168,0,22.78593749999932,0.1450541566376597,2.9334428960944052,5.4364583333333645
168,1,22.513020833332664,0.14816700610997963,2.844307497981436,5.589583333333357
168,2,23.521354166665972,0.16542075541566376,2.9358109383571565,0.0
168,3,23.514062499999305,0.14922005184225143,2.9145771332155483,0.0
168,4,23.17291666666596,0.08776152564339938,2.803098346270004,5.848958333333348
168,5,23.497916666665972,0.10991020181447879,2.9979717932633574,0.0
168,6,23.31614583333265,0.1772704128865025,2.9975747162211666,0.0
168,7,22.587499999999324,0.08667376411775599,2.7923521903100186,5.85520833333335
168,8,23.389583333332645,0.16973708572486576,3.0321882453898326,0.0
168,9,22.83124999999931,0.11443482688391038,2.9212130444654405,5.556250000000015
168,10,23.86041666666595,0.07763608591001667,2.9390649806966405,0.0
168,11,20.110416666666122,0.09792168117015367,2.4918548118659682,13.587500000000219
168,12,20.996874999999406,0.09704221440473985,2.5757006370614053,10.177083333333423
168,13,23.654166666665965,0.13936076652471763,3.0523261868461646,0.0
168,14,22.16718749999934,0.12481484910201815,2.832534915119254,6.247916666666667
168,15,20.883333333332722,0.09795639696352529,2.644496482961298,11.455208333333378
